uuid,subject,has_image,image,golden_answer,problem_statement,model_response,evaluation_reason,eval
0c0ba3db-1470-4c36-975c-91ff5f51986f,integral_calc,False,,"$\int \sin(x)^4 \cdot \cos(x)^6 \, dx$ = $C+\frac{1}{320}\cdot\left(\sin(2\cdot x)\right)^5+\frac{1}{128}\cdot\left(\frac{3\cdot x}{2}-\frac{\sin(4\cdot x)}{2}+\frac{\sin(8\cdot x)}{16}\right)$","Compute the integral:
$$
\int \sin(x)^4 \cdot \cos(x)^6 \, dx
$$",,,
0c1585dc-3062-4fc7-9964-8ec9308d478b,precalculus_review,False,,The final answer: $2.52$,A biologist observes that a certain bacterial colony triples every 4 hours. Approximately how many hours does it take for it to double in size? (Give your answer to two decimal places.),,,
0c3d74eb-2924-4ec0-8f74-6bf110e5daa4,multivariable_calculus,False,,$\frac{d ^2y}{ d x^2}$ = $\frac{15}{8\cdot e^t\cdot\left(\cos(3\cdot t)-3\cdot\sin(3\cdot t)\right)^3}$,"Compute the second order derivative $\frac{d ^2y}{ d x^2}$ for the parametrically defined function
$$
x = 4 \cdot e^t \cdot \cos(3 \cdot t), \quad y = e^t \cdot \sin(3 \cdot t)
$$",,,
0cdec09c-5655-41df-856e-2a1537553741,integral_calc,False,,Volume = $\pi\cdot\frac{72}{5}$,Compute the volume of the solid formed by rotating about the x-axis the area bounded by the axes and the parabola $x^{\frac{ 1 }{ 2 }}+y^{\frac{ 1 }{ 2 }}=6^{\frac{ 1 }{ 2 }}$.,,,
0d047527-42dc-4b9d-86ab-a98315d470d5,precalculus_review,False,,"The final answer: $x=-\arcsin\left(\frac{4}{5}\right)+\frac{\pi}{2}+2\cdot\pi\cdot n$, $x=-\arccos\left(\frac{3}{5}\right)+\frac{\pi}{2}+2\cdot\pi\cdot n$",Solve $3 \cdot \sin(x) + 4 \cdot \cos(x) = 5$.,,,
0d1189b8-7da9-4918-b7c1-eca7aeebe695,integral_calc,False,,"$\int_{-\sqrt{5}}^{\sqrt{5}} \frac{ 4 \cdot x^7+6 \cdot x^6-12 \cdot x^5-14 \cdot x^3-24 \cdot x^2+2 \cdot x+4 }{ x^2+2 } \, dx$ = $20\cdot\sqrt{5}+4\cdot\sqrt{2}\cdot\arctan\left(\frac{\sqrt{5}}{\sqrt{2}}\right)$","Calculate the integral:
$$
\int_{-\sqrt{5}}^{\sqrt{5}} \frac{ 4 \cdot x^7+6 \cdot x^6-12 \cdot x^5-14 \cdot x^3-24 \cdot x^2+2 \cdot x+4 }{ x^2+2 } \, dx
$$",,,
0d292144-e47b-4b2a-8006-c3d316be019c,multivariable_calculus,False,,The final answer: $\sqrt[3]{x^2}-\sqrt[3]{y^2}=-3$,"Find a rectangular equation which is equivalent to the following parametric equations:

1. $x^2 = t^3 - 3 \cdot t^2 + 3 \cdot t - 1$
2. $y^2 = t^3 + 6 \cdot t^2 + 12 \cdot t + 8$",,,
0d3ad896-eab6-4f0c-9265-20ae824c572c,algebra,False,,"The solutions to the given equations are:

1. $x=12$
2. $x=10$
3. $x=-17$
4. $w=20$","Solve the following equations:

1. Five less than twice a number $x$ is nineteen. What is the number $x$?
2. Four times the sum of a number $x$ and −3 is 28.
3. Three times twenty-one more than a number $x$ is twelve. What is the number?
4. Find the width $w$ of a rectangle if its length is 5 more than the width and its perimeter is 90 cm.",,,
0d736a08-bfaf-4a90-8c3c-0ef02fd113b7,differential_calc,False,,"1. intervals where $f$ is increasing: $\left(-\frac{\pi}{3},\frac{\pi}{3}\right)$
2. intervals where $f$ is decreasing: $\left(-\frac{\pi}{2},-\frac{\pi}{3}\right)$, $\left(\frac{\pi}{3},\frac{\pi}{2}\right)$
3. local minima of $f$: $-\frac{\pi}{3}$
4. local maxima of $f$: $\frac{\pi}{3}$
5. intervals where $f$ is concave up: $\left(-\frac{\pi}{2},0\right)$
6. intervals where $f$ is concave down: $\left(0,\frac{\pi}{2}\right)$
7. the inflection points of $f$: $0$","$f(x) = x + \sin(2 \cdot x)$ over $x = \left[-\frac{ \pi }{ 2 },\frac{ \pi }{ 2 }\right]$. Determine:
1. intervals where $f$ is increasing
2. intervals where $f$ is decreasing
3. local minima of $f$
4. local maxima of $f$
5. intervals where $f$ is concave up
6. intervals where $f$ is concave down
7. the inflection points of $f$",,,
0deb486d-fc94-4e66-a267-22f7bc60d49e,algebra,False,,"The solutions to the given equations are:
1. $x=0$
2. $x=24$
3. $x=8$
4. $x=\frac{ 3 }{ 2 }$
5. $x=\frac{ -153 }{ 10 }$
6. $x=\frac{ 21 }{ 5 }$
7. $x=18$","Solve the following equations:

1. $13x + 6 = 6$
2. $\frac{x}{-4} + 11 = 5$
3. $-4.5x + 12.3 = -23.7$
4. $\frac{x}{5} + 4 = 4.3$
5. $-\frac{x}{3} + (-7.2) = -2.1$
6. $5.4x - 8.3 = 14.38$
7. $\frac{x}{3} - 14 = -8$",,,
0e30e42e-91dc-4962-9046-59dc3f6fcbd1,integral_calc,False,,"$-10 \cdot \int \frac{ \cos(5 \cdot x)^4 }{ \sin(5 \cdot x)^3 } \, dx$ = $C+3\cdot\cos(5\cdot x)+\frac{\left(\cos(5\cdot x)\right)^3}{1-\left(\cos(5\cdot x)\right)^2}-\frac{3}{2}\cdot\ln\left(\frac{1+\cos(5\cdot x)}{1-\cos(5\cdot x)}\right)$","Compute the integral:
$$
-10 \cdot \int \frac{ \cos(5 \cdot x)^4 }{ \sin(5 \cdot x)^3 } \, dx
$$",,,
0e5a9971-ba63-4edd-be97-016995f50ab3,algebra,False,,The final answer: $\frac{q-2}{q+2}$,"Divide the rational expressions:
$$
\frac{ q^2-36 }{ q^2+12 \cdot q+36 } \div \frac{ q^2-4 \cdot q-12 }{ q^2+4 \cdot q-12 }
$$",,,
0e9df16f-3fab-4eae-9a02-430147ee240a,precalculus_review,False,,$t$ = $a$,"Find all values of $t$ that satisfy the following equation:
$$
\log_{a}(t) + \log_{2 \cdot a}(t) = \frac{ \ln\left(2 \cdot a^2\right) }{ \ln(2 \cdot a) }
$$
for $a > 0$ and $a \ne 1$.",,,
0eb75475-d51c-4bc8-9d9b-da721151197d,differential_calc,False,,"Maximum Value: $\frac{5\cdot\sqrt{2}\cdot\sqrt{5+\sqrt{5}}}{4}$
Minimum Value: $0$","Find the maximum and minimum values of the function $y = 4 \cdot \sin(x) + \sin(4 \cdot x)$ in the closed interval $[0, \pi]$.",,,
0f8cbe1f-3952-4c8d-91b5-2f2ee3dbedbe,algebra,False,,The final answer: $\frac{q-5}{q+5}$,"Divide the rational expressions:
$$
\frac{ q^2-16 }{ q^2+8 \cdot q+16 } \div \frac{ q^2+q-20 }{ q^2-q-20 }
$$",,,
0fec4721-ec02-4a72-aa1a-2ed7b0f8276d,differential_calc,False,,"1. The domain (in interval notation): $(0,3]$
2. Vertical asymptotes: $x=0$
3. Horizontal asymptotes: None
4. Slant asymptotes: None
5. Intervals where the function is increasing: None
6. Intervals where the function is decreasing: $(0,3]$
7. Intervals where the function is concave up: $\left(0,\frac{3}{\sqrt[3]{4}}\right)$
8. Intervals where the function is concave down: $\left(\frac{3}{\sqrt[3]{4}},3\right)$
9. Points of inflection: $P\left(\frac{3}{\sqrt[3]{4}},2.3146\right)$","Sketch the curve:  

$y = \sqrt{\frac{ 27 - x^3 }{ 2 \cdot x }}$.

Submit as your final answer:

1. The domain (in interval notation)
2. Vertical asymptotes
3. Horizontal asymptotes
4. Slant asymptotes
5. Intervals where the function is increasing
6. Intervals where the function is decreasing
7. Intervals where the function is concave up
8. Intervals where the function is concave down
9. Points of inflection",,,
0ffdf602-5652-4443-8918-b7a0da6d9e63,integral_calc,False,,"$\int \frac{ \cos(x)^3 }{ \sin(x)^9 } \, dx$ = $C-\left(\frac{1}{3}\cdot\left(\cot(x)\right)^6+\frac{1}{4}\cdot\left(\cot(x)\right)^4+\frac{1}{8}\cdot\left(\cot(x)\right)^8\right)$","Solve the integral:
$$
\int \frac{ \cos(x)^3 }{ \sin(x)^9 } \, dx
$$",,,
10185b4b-6b20-42fa-a5bc-a50510a49033,algebra,False,,The final answer: $4$,"An epidemiological study of the spread of a certain influenza strain that hit a small school population found that the total number of students, $P$, who contracted the flu $t$ days after it broke out is given by the model $P = t^2 - 14t + 200$, where $1 \leq t \leq 6$. Find the day that 160 students had the flu. Recall that the restriction on $t$ is at most 6.",,,
10885317-f542-4f96-9f87-2fa854f4e4e5,algebra,False,,"Possible rational zeros are $1$, $-1$, $5$, $-5$, $\frac{1}{2}$, $-\frac{1}{2}$, $\frac{5}{2}$, $-\frac{5}{2}$","Using the Rational Zero Theorem, list all possible rational zeros of the following polynomial:

$p(x) = 2 \cdot x^3 + 3 \cdot x^2 - 8 \cdot x + 5$",,,
108e1278-c12b-42ee-aefe-f6eec1047374,algebra,False,,The number of newspapers sold this week is: $85$,"You sold 4 more than three times as many newspapers this week as last week. If you sold 112 newspapers altogether, how many did you sell this week?",,,
10c7d30d-0451-4438-91b6-e8c0dea5d378,sequences_series,False,,"1. Radius of convergence: $R=\infty$
2. Sum: $f(x)=\begin{cases}\frac{1}{x^2}+\frac{x\cdot e^x-e^x}{x^2},&x\ne0\\\frac{1}{2},&x=0\end{cases}$","Find the radius of convergence and sum of the series:
$$
\frac{ 1 }{ 2 }+\frac{ x }{ 1 \cdot 3 }+\frac{ x^2 }{ 1 \cdot 2 \cdot 4 }+\cdots+\frac{ x^n }{ \left(n!\right) \cdot (n+2) }+\cdots
$$",,,
10dd6f8a-e223-4f9c-b3c6-310d5cc5f159,algebra,False,,$f(x)$ has removable discontinuities at $x=4$,Identify all points of removable discontinuity (singularity) of the function $f(x) = \frac{ x^2 - 16 }{ x - 4 }$.,,,
11009eac-e3ab-4462-9b27-919429198672,algebra,False,,"1. Equation: $(x-1)^2+(y-3)^2+(z-5)^2=9$ Radius: $3$
2. Equation: $y+3\cdot z=5$
3. Equation: $(y-3)^2+(z-5)^2=10^2$","Find the equations of the following objects:

1. The sphere centered at $P(1,3,5)$ through $P(0,1,7)$. Also find its radius.
2. The points equidistant from $P(0,0,0)$ and $P(0,1,3)$.
3. The cylinder with radius $10$ and central axis line $y=3$, $z=5$.",,,
110a226d-8231-48ac-9b5e-d4d78cd4f045,multivariable_calculus,False,,Volume: $\frac{64\cdot\pi-32\cdot\pi\cdot\sqrt{2}}{6}$,"Find the volume of the solid whose boundaries are given in the rectangular coordinates:
$$
\sqrt{x^2+y^2} \le z \le \sqrt{16-x^2-y^2}, \quad x \ge 0, \quad y \ge 0
$$",,,
1115e7e1-487a-4437-bcec-4456804e484e,multivariable_calculus,False,,The final answer: $L=-\frac{7}{6}$,"Evaluate $L=\lim_{(x,y) \to (2,2)}\left(\frac{ 2 \cdot x^2+2 \cdot x^2 \cdot y+2 \cdot x-2 \cdot x \cdot y-2 \cdot x \cdot y^2-2 \cdot y }{ 3 \cdot x^2-6 \cdot x \cdot y-3 \cdot x^2 \cdot y+3 \cdot x \cdot y^2+3 \cdot y^2 }\right)$",,,
11dd8f03-d770-455c-817d-ada6446f1ef1,differential_calc,False,,$y$ = $\frac{|x|}{3}-4$,Consider the differential equation $\frac{ d y }{d x} = \frac{ 4+y }{ x }$. Find the particular solution $y=f(x)$ to the given differential equation with the initial condition $f(3) = -3$.,,,
11e12386-d3f0-475a-a199-05ef0c74ca0f,algebra,False,,"1. The domain in interval notation is $(-\infty,-4)\cup(-4,0)\cup(0,4)\cup(4,\infty)$
2. Vertical asymptotes of $f(x)$: $x=4$, $x=0$, $x=-4$
3. Horizontal asymptotes of $f(x)$: $y=0$","Given the rational function $f(x) = \frac{ 3 \cdot x - 4 }{ x^3 - 16 \cdot x }$, find:

1. the domain (in interval notation),
2. vertical asymptotes (in the form $x=a$),
3. horizontal asymptotes (in the form $y=c$).",,,
12202748-6302-4b55-9526-cba280dafb55,multivariable_calculus,False,,The final answer: $\int_0^{\frac{\pi}{6}}\cos\left(3\cdot\theta\right)^2d\theta$,Determine a definite integral that represents the region enclosed by one petal of $r = \cos(3 \cdot \theta)$.,,,
126c4165-b3d5-4470-8412-08e79d9821cf,integral_calc,False,,"$\int \frac{ \sqrt[5]{x}+\sqrt[5]{x^4}+x \cdot \sqrt[5]{x} }{ x \cdot \left(1+\sqrt[5]{x^2}\right) } \, dx$ = $C+5\cdot\arctan\left(\sqrt[5]{x}\right)+\frac{5}{4}\cdot\sqrt[5]{x}^4$","Calculate the integral:
$$
\int \frac{ \sqrt[5]{x}+\sqrt[5]{x^4}+x \cdot \sqrt[5]{x} }{ x \cdot \left(1+\sqrt[5]{x^2}\right) } \, dx
$$",,,
12b8f445-4743-4251-93f9-9904096422b2,multivariable_calculus,False,,"1. $R(x,y)$ = $R(x,y)=50\cdot x+90\cdot y+2\cdot x\cdot y-3\cdot y^2-5\cdot x^2$
2. $R(6,10)$ = $840$
3. $P(x,y)$ = $P(x,y)=40\cdot x+74\cdot y+2\cdot x\cdot y-800-3\cdot y^2-5\cdot x^2$
4. $P(6,10)$ = $-180$","A small appliances company makes toaster ovens and pizza cookers, and have noticed their customer base's purchasing habits give them the price-demand equations given below, where $p$ is the price and $x$ is the quantity of toaster ovens, $q$ is the price and $y$ is the quantity of pizza cookers. The Cost function is $C(x,y) = 800 + 10 \cdot x + 16 \cdot y$.

$p = 50 - 5 \cdot x + y$ and $q = 90 + x - 3 \cdot y$

1. Construct the 2-product Revenue function, $R(x,y)$
2. Find $R(6,10)$
3. Construct the 2-product Profit function, $P(x,y)$
4. Find $P(6,10)$",,,
13021374-3ba0-4635-a682-b456cc9bd8c6,integral_calc,False,,"$\int_{0}^3 \frac{ 1 }{ x^2 + 2 \cdot x - 8 } \, dx$ = $\infty$","Compute the integral:
$$
\int_{0}^3 \frac{ 1 }{ x^2 + 2 \cdot x - 8 } \, dx
$$",,,
1304f734-bec9-42b7-a6d4-863d7557902f,sequences_series,False,,The final answer: $\sum_{k=0}^\infty\left((-1)^{k+1}\cdot\frac{(k+1)}{(k+3)}\cdot x^k\right)$,Find the Taylor series of $f'(x)$ about $a=0$ if $f(x) = \frac{ x - \ln(1 + x) }{ x^2 }$. Use sigma notation in the final answer.,,,
1343ccc0-bf47-410c-aa9c-66daab82714c,differential_calc,False,,"Maximum Value: $2\cdot\sqrt{2}$
Minimum Value: $-2\cdot\sqrt{2}$","Find the maximum and minimum values of the function $r = 3 \cdot \sin(x) + \sin(3 \cdot x)$ in the closed interval $\left[0, \frac{ 3 }{ 2 } \cdot \pi\right]$.",,,
1365e400-f4a0-48b2-8a9e-aa2648d70ec5,multivariable_calculus,False,,The final answer: $L=-\frac{2}{3}$,"Find $L=\lim_{(x,y) \to (2,3)}\left(\frac{ x^2-y^2+10 \cdot y-25 }{ x^2-y^2-10 \cdot x+25 }\right)$.",,,
13af41aa-a2d3-4154-8c2f-cc9fb3ecf5ad,multivariable_calculus,False,,$m$ = $288\cdot\pi\cdot k$,"Find the mass of the solid $Q=\left\{(x,y,z) | 1 \le x^2+z^2 \le 25, y \le 1-x^2-z^2 \right\}$ whose density is $\rho(x,y,z) = k$, where $k > 0$.",,,
13bd7aaa-4a81-4021-90a2-28b642c80cf7,multivariable_calculus,False,,Directional derivative: $-\frac{2+4\cdot\sqrt{3}}{\sqrt{2}}$,"Find the directional derivative using the limit definition only:
$$
f(x,y) = y^2 \cdot \cos(2 \cdot x)
$$
at point $P\left(\frac{ \pi }{ 3 },2\right)$ in the direction of $\vec{u}=\left\langle \cos\left(\frac{ \pi }{ 4 }\right),\sin\left(\frac{ \pi }{ 4 }\right) \right\rangle$.",,,
147944c5-b782-48c5-a664-d66deb92d9a7,integral_calc,False,,"$\int \frac{ 4 \cdot x+\sqrt{4 \cdot x-5} }{ 5 \cdot \sqrt[4]{4 \cdot x-5}+\sqrt[4]{(4 \cdot x-5)^3} } \, dx$ = $C+25\cdot\sqrt[4]{4\cdot x-5}+\frac{1}{5}\cdot\sqrt[4]{4\cdot x-5}^5-\frac{4}{3}\cdot\sqrt[4]{4\cdot x-5}^3-\frac{125}{\sqrt{5}}\cdot\arctan\left(\frac{1}{\sqrt{5}}\cdot\sqrt[4]{4\cdot x-5}\right)$","Compute the integral:
$$
\int \frac{ 4 \cdot x+\sqrt{4 \cdot x-5} }{ 5 \cdot \sqrt[4]{4 \cdot x-5}+\sqrt[4]{(4 \cdot x-5)^3} } \, dx
$$",,,
14a384bf-b5f1-4423-b276-6a3e3054cae8,algebra,False,,Maximum calling minutes: $110$,"A basic cellular package costs $\$30$/mo. for $60$ min of calling, with an additional charge of $\$0.4$/min beyond that time. The cost formula would be: $C = 30 + 0.4 \cdot (x - 60)$. If you have to keep your bill lower than $\$50$, what is the maximum calling minutes you can use?",,,
14f3d6f9-4a4c-4b5c-ba5b-18578deec3e8,multivariable_calculus,False,,"$\int \int \int f(x,y,z) \, dx \, dy \, dz$ = $\frac{\pi\cdot e^2}{6}$","Evaluate the triple integral $\int \int \int f(x,y,z) \, dx \, dy \, dz$ over the solid $f(x,y,z) = e^{\sqrt{x^2+y^2}}$, $1 \le x^2+y^2 \le 4$, $y \le 0$, $x \le y \cdot \sqrt{3}$, $2 \le z \le 3$.",,,
153fb930-0922-4e19-a9e3-14b1d2b3cd2a,precalculus_review,False,,"$\int_{0}^{4 \cdot \pi} \left(\cos\left(\frac{ x }{ 2 }\right) \cdot \sin\left(\frac{ x }{ 2 }\right)\right) \, dx$ = $0$","Evaluate the definite integral. Express answer in exact form whenever possible:
$$
\int_{0}^{4 \cdot \pi} \left(\cos\left(\frac{ x }{ 2 }\right) \cdot \sin\left(\frac{ x }{ 2 }\right)\right) \, dx
$$",,,
15780608-0149-4c65-a0bd-fdae388be774,multivariable_calculus,False,,The volume is $\frac{8}{9}$,"Find the volume of the solid that lies under the double cone $z^2 = 4 \cdot x^2 + 4 \cdot y^2$, inside the cylinder $x^2 + y^2 = x$, and above the plane $z = 0$.",,,
15c84a6a-1fd0-4fb0-977a-daae876ccb9b,sequences_series,False,,The Fourier series is: $\frac{2}{\pi}+\frac{4}{\pi}\cdot\sum_{k=1}^\infty\left(\frac{1}{\left(1-4\cdot k^2\right)}\cdot\cos(k\cdot x)\right)$,"Find the Fourier series of the function $u = \left| \sin\left( \frac{ x }{ 2 } \right) \right|$ in the interval $[-2 \cdot \pi,2 \cdot \pi]$.",,,
15dd94cf-dae0-43c2-837b-d48e826a391b,sequences_series,False,,"1. $\int_{0}^x{\frac{ \arctan\left(x^2\right) }{ 4 \cdot x } d x}$ = $\sum_{n=1}^\infty\left((-1)^{n+1}\cdot\frac{x^{2\cdot(2\cdot n-1)}}{4\cdot2\cdot(2\cdot n-1)^2}\right)$
2. $R$ = $1$","Find the expansion in the series of the integral $\int_{0}^x{\frac{ \arctan\left(x^2\right) }{ 4 \cdot x } d x}$, using the expansion of the integrand in the series. Find the radius of convergence of the series.",,,
15ddf157-e25a-4c30-aa8b-dcc9d5b8abb5,precalculus_review,False,,The final answer: $E=1$,Calculate $E = \frac{ \cos(70) \cdot \cos(10) + \cos(80) \cdot \cos(20) }{ \cos(68) \cdot \cos(8) + \cos(82) \cdot \cos(22) }$.,,,
15e0826d-2594-436a-a05c-e9872b5222e4,integral_calc,False,,"$\int \frac{ -9 \cdot \sqrt[3]{x} }{ 9 \cdot \sqrt[3]{x^2} + 3 \cdot \sqrt{x} } \, dx$ = $-\left(C+\frac{1}{3}\cdot\sqrt[6]{x}^2+\frac{2}{27}\cdot\ln\left(\frac{1}{3}\cdot\left|1+3\cdot\sqrt[6]{x}\right|\right)+\frac{3}{2}\cdot\sqrt[6]{x}^4-\frac{2}{3}\cdot\sqrt[6]{x}^3-\frac{2}{9}\cdot\sqrt[6]{x}\right)$","Solve the integral:
$$
\int \frac{ -9 \cdot \sqrt[3]{x} }{ 9 \cdot \sqrt[3]{x^2} + 3 \cdot \sqrt{x} } \, dx
$$",,,
16393e13-072d-439a-b975-4363298c4da4,algebra,False,,"The real solution(s) to the given equation are: $x=-3$, $x=-2$","Find all real solutions of the following equation:

$$
\frac{ 2 }{ x+7 }-\frac{ 3 }{ x-3 }=1
$$",,,
16c8afab-e3d5-432e-8e76-b8d3674e86cd,multivariable_calculus,False,,The final answer: $4\cdot\int_0^{\frac{\pi}{3}}1d\theta+16\cdot\int_{\frac{\pi}{3}}^{\frac{\pi}{2}}\cos\left(\theta\right)^2d\theta$,Determine a definite integral that represents the region common to $r=2$ and $r=4 \cdot \cos\left(\theta\right)$.,,,
16e404c3-c9da-465c-a97d-0b7a6e1e5ef9,integral_calc,False,,"$\int \frac{ 6 }{ \sin(3 \cdot x)^6 } \, dx$ = $-\frac{2\cdot\cos(3\cdot x)}{5\cdot\sin(3\cdot x)^5}+\frac{24}{5}\cdot\left(-\frac{\cos(3\cdot x)}{9\cdot\sin(3\cdot x)^3}-\frac{2}{9}\cdot\cot(3\cdot x)\right)+C$","Compute the integral:
$$
\int \frac{ 6 }{ \sin(3 \cdot x)^6 } \, dx
$$",,,
17da1e7d-97b0-4d23-b930-90c988aec14d,multivariable_calculus,False,,The final answer: $\frac{1}{10}$,"Find the curvature for the vector function: $\vec{r}(t) = \left\langle 2 \cdot \sin(t), -4 \cdot t, 2 \cdot \cos(t) \right\rangle$.",,,
17e5455e-6eec-45ee-8ff2-6ed4855fe878,algebra,False,,"Solution using interval notation: $\left[-\frac{ 7 }{ 6 },\ -\frac{ 5 }{ 6 }\right]$

*Note: enter an interval or union of intervals. If there is no solution, leave empty or enter ""none""*","Solve the inequality $|-6 x-6| \le 1$.

Express your answer using interval notation.",,,
181d4ee1-d2bd-43d2-b77e-2d5c94992059,sequences_series,False,,$\int_{0}^1{\frac{ \sin(\pi \cdot t) }{ \pi \cdot t } d t}$ ≈ $0.58678687$,Integrate the approximation $\sin(t) \approx t - \frac{ t^3 }{ 6 } + \frac{ t^5 }{ 120 } - \frac{ t^7 }{ 5040 } + \cdots$ evaluated at $\pi \cdot t$ to approximate $\int_{0}^1{\frac{ \sin(\pi \cdot t) }{ \pi \cdot t } d t}$,,,
182fed94-4634-460f-a70e-7958a2033664,sequences_series,False,,$q(x) = $\int_0^\infty\left(\frac{2\cdot\left(\alpha\cdot\sin\left(\alpha\right)+\cos\left(\alpha\right)-1\right)\cdot\cos\left(\alpha\cdot x\right)+2\cdot\left(\sin\left(\alpha\right)-\alpha\cdot\cos\left(\alpha\right)\right)\cdot\sin\left(\alpha\cdot x\right)}{\alpha^2}\right)d\alpha$,"Find the Fourier integral of the function $q(x) = \begin{cases} 0, & x < 0 \\ 2 \cdot \pi \cdot x, & 0 \le x \le 1 \\ 0, & x > 1 \end{cases}$",,,
18b1ee59-f5ad-4c3b-b9b7-fd2b634b16fd,differential_calc,False,,$\frac{d ^2y}{ d x^2}$ = $\frac{\left(288\cdot\left(\sin(3\cdot t)\right)^2-144\right)\cdot\cos(2\cdot t)-96\cdot\cos(3\cdot t)\cdot\sin(2\cdot t)\cdot\sin(3\cdot t)}{13824\cdot\left(\cos(3\cdot t)\right)^3\cdot\left(\sin(3\cdot t)\right)^3}$,"Find the second derivative $\frac{d ^2y}{ d x^2}$ of the function $x = \left(2 \cdot \sin(3 \cdot t)\right)^2$, $y = \sin(2 \cdot t)$.",,,
18fc468f-42f0-4606-b4f3-92f1f552c344,integral_calc,False,,The final answer: $\frac{1}{10}\cdot\left(C+4\cdot x\cdot\cos\left(3\cdot\ln(2\cdot x)\right)+12\cdot x\cdot\sin\left(3\cdot\ln(2\cdot x)\right)\right)$,"Calculate the integral:
$$
I = \int 4 \cdot \cos\left(3 \cdot \ln(2 \cdot x)\right) \, dx
$$",,,
1924526f-31e1-40a9-8f23-7a27b272596c,sequences_series,False,,The sum of the series is $-\frac{7\cdot\ln\left(\frac{2}{3}\right)}{2}$,"Find the sum of the series $\sum_{n=1}^\infty \frac{ 7 }{ 2 \cdot n \cdot 3^n }$. (Use the formula $\int_{3}^\infty \frac{ 7 }{ 2 \cdot x^{n+1} } \, dx = \frac{ 7 }{ 2 \cdot n \cdot 3^n }$)",,,
193fcb07-99e8-4fd6-8954-283c505ec24e,precalculus_review,False,,"1. The formula for the function is $N(x)$ = $15\cdot x$
2. The number of miles the vehicle can travel on
    * full tank of gas is $300$
    * $\frac{ 3 }{ 4 }$ of a tank of gas is $225$
3. Domain and range (in interval notation)
    * domain is $[0,20]$
    * range is $[0,300]$
4. Number of times that the driver had to stop = $1$","A vehicle with a 20-gallon tank gets 15 mpg. The number of miles $N$ that can be driven depends on the amount of gas $x$ in the tank.

1. Write a formula that models this situation.
2. Determine the number of miles the vehicle can travel on
    * a full tank of gas and
    * $\frac{ 3 }{ 4 }$ of a tank of gas.
3. Determine the 
    * domain and 
    * range of the function.
4. Determine how many times the driver had to stop for gas if she has driven a total of 578 mi.",,,
19e6fecd-10a0-4497-b9dd-72c176820215,sequences_series,False,,$R$ = $\infty$,"Find the radius of convergence of the series:
$$
\sum_{n=1}^\infty \left( \frac{ \prod_{i=1}^n(2 \cdot n) }{ (2 \cdot n)! } \cdot x^n \right)
$$",,,
1a9033ba-a210-4168-b474-3d3b70ee389d,multivariable_calculus,False,,"1. $\vec{BA}$ = $\left\langle-1,8\right\rangle$ , $\vec{BC}$ = $\left\langle4,10\right\rangle$
2. $B$ = $0.50$","Consider points $A(1,1)$, $B(2,-7)$, and $C(6,3)$.

1. Determine vectors $\vec{BA}$ and $\vec{BC}$. Express the answer in component form.
2. Determine the measure of angle $B$ in triangle $ABC$. Express the answer in radians, rounded to two decimal places.",,,
1af0e1dd-7848-4c91-a8bd-ef00777094a3,algebra,False,,The final answer: $3$,"An epidemiological study of the spread of a certain influenza strain that hit a small school population found that the total number of students, $P$, who contracted the flu $t$ days after it broke out is given by the model $P=-t^2+13 \cdot t+130$, where $1 \le t \le 6$. Find the day that $160$ students had the flu. Recall that the restriction on $t$ is at most $6$.",,,
1af5b10f-762e-4cf3-a07d-e97b59ef24ed,multivariable_calculus,False,,$I$ = $\frac{77}{12}$,"Evaluate $\int\int\int_{E}{(2 \cdot x+5 \cdot y+7 \cdot z) d V}$, where $E$ is the region defined by:
$$
E = \left\{(x,y,z) | 0 \le x \le 1, 0 \le y \le -x+1, 1 \le z \le 2\right\}
$$",,,
1bfa31b8-3fee-48fc-94d6-22cb63f39329,multivariable_calculus,False,,$R$ = $\frac{\sqrt{138}}{6}$,"Let $Q$ be the solid situated outside the sphere $x^2+y^2+z^2=z$ and inside the upper hemisphere $x^2+y^2+z^2=R^2$, where $R>1$. If the density of the solid is $\rho(x,y,z) = \frac{ 1 }{ \sqrt{x^2+y^2+z^2} }$, find $R$ such that the mass of the solid is $\frac{ 7 \cdot \pi }{ 2 }$.",,,
1c5ea0f7-a6c7-4a84-a172-9fca7a4b4b37,differential_calc,False,,The final answer: $\frac{1+\sqrt{5}}{2}$,Find the minimum value of $y = \frac{ \left(\cos(x)\right)^2 - 4 \cdot \cos(x) + 5 }{ 3 - 2 \cdot \cos(x) }$.,,,
1ccc052c-9604-4459-a752-98ebdf3e0764,sequences_series,False,,$f(x)$ = $1+x+\frac{x^2}{2}-\frac{x^4}{8}-\frac{x^5}{15}+\cdots$,Compute the first 5 nonzero terms (not necessarily a quadratic polynomial) of the Maclaurin series of $f(x) = e^{\sin(x)}$.,,,
1d6724cb-e2de-4789-bf24-cab32e9438d1,differential_calc,False,,"1. $\frac{1}{2}$
2. $-\infty$","Compute the limits:

1. $\lim_{x \to \infty}\left(x \cdot \left(\sqrt{x^2+1}-x\right)\right)$
2. $\lim_{x \to -\infty}\left(x \cdot \left(\sqrt{x^2+1}-x\right)\right)$",,,
